"","feature.name","w","rk","z","pval","fdr"
"Ccne1",239,-0.00108709129771454,1327.9,-1.40772500540435,0.180537074767289,0.999843667608648
"Bbc3",240,0.000800991500997928,2223.4,1.06121635856851,0.311616354349988,0.999843667608648
"Psmc3",241,-0.000468290309102999,4615.4,-0.596743766378225,0.57024551871895,0.999843667608648
"Acp2",242,-0.000192767220822798,6668.5,-0.238050074840623,0.777633177563163,0.999843667608648
"Slc39a13",243,0.00106911959949097,1075.6,1.41367737429829,0.163775761129954,0.999843667608648
"Celf2",244,0.00125276897727129,778.3,1.65371630991575,0.111562446739343,0.998012190953531
"Ddb2",245,0.00016186160478396,6454.9,0.227327396027542,0.753580846302183,0.999843667608648
"Sf3a1",246,-0.000880986341985843,2013.4,-1.13738104004349,0.272487613421019,0.999843667608648
"Clgn",247,-0.000107097252388153,7114.4,-0.125026934376547,0.816914054839858,0.999843667608648
"Vrk3",248,5.88472716099804e-05,6335.7,0.091711549858278,0.742503488532992,0.999843667608648
"Smg9",249,-0.00142962815787424,663.7,-1.85448001143414,0.08278738161705,0.917322065625671
"Paxip1",250,-0.000469783696662607,4482.7,-0.599597907475579,0.55986994060931,0.999843667608648
"Rmnd5a",251,0.00012867359647671,6983.7,0.183280424342374,0.802100715303573,0.999843667608648
"Mov10",252,-0.000787641338466723,2568.6,-1.01542466381267,0.337009550977103,0.999843667608648
"Rhoc",253,3.19956264228157e-05,7904.3,0.0559586015159224,0.889155995334932,0.999843667608648
"Ppard",254,-0.000415250167004085,4852.6,-0.528650249797242,0.59975019914805,0.999843667608648
"Def6",255,0.000366159112600234,5132.1,0.493267801445731,0.627910693853648,0.999843667608648
"Peg3",256,-0.00151514290403879,499.1,-1.96801287349351,0.0570897725868301,0.907095431037975
"Zim1",257,-0.00145330910183863,649.6,-1.88582368909243,0.0776836341344519,0.960614983794486
"Metrn",258,-0.000276929438868182,6066.7,-0.346886735730754,0.721041951309172,0.999843667608648
"Lmf1",259,0.000220684752598681,6361.4,0.303333607980606,0.742512510896968,0.999843667608648
"Narfl",260,-0.000294459307531103,5807,-0.369744089494608,0.692187521431387,0.999843667608648
"Dbf4",261,-0.000669473428074919,2905.8,-0.860878464364592,0.392035265324985,0.999843667608648
"Daxx",262,-0.000827414847948432,2204.9,-1.06706404856173,0.300420590399383,0.999843667608648
"Cd320",263,-0.000476679102485725,4408.2,-0.609076468279395,0.552846233078755,0.999843667608648
