cellnames,dataset,tSNE_1,tSNE_2,KNNpred,SVMpred,IDconsensus,Tom_cells
F2S4_160420_012_C01,T18,0.263157,-26.02309767,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160420_013_C01,T18,3.331915905,-48.02471392,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160420_013_H01,T18,-2.859745972,43.05787995,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160420_014_G01,T18,7.076685248,44.33545392,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160420_016_C01,T18,-14.05442107,-47.1663068,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160420_016_H01,T18,-7.128367924,36.87386926,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160420_018_A01,T18,26.76523748,-33.29813868,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160420_019_D01,T18,-12.48622394,30.96904221,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160420_019_F01,T18,-7.885396024,-18.86930293,non appliable,non appliable,Serpinf1 Clrn1,non appliable
F2S4_160420_019_G01,T18,-3.5125831,-36.72673279,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160420_022_G01,T18,-5.465359664,21.35736082,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160420_024_E01,T18,-5.657973305,1.316654648,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160420_025_H01,T18,-14.09079065,-45.64128748,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160420_027_C01,T18,-53.59620704,7.465732605,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160420_027_D01,T18,-50.79064878,-2.889260677,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160420_027_E01,T18,-26.56867601,-4.195900135,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160420_027_G01,T18,-2.098873415,-47.01449053,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160420_028_B01,T18,-34.62147275,-19.03902863,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160420_028_C01,T18,-7.848824898,16.27411166,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160420_028_D01,T18,-7.238328861,-4.540759694,non appliable,non appliable,Serpinf1 Aqp5 Vip,non appliable
F2S4_160420_028_E01,T18,-7.851708091,16.56212461,non appliable,non appliable,Vip Igfbp4 Mab21l1,non appliable
F2S4_160420_028_F01,T18,-34.79223141,-31.27476854,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160420_028_G01,T18,13.20893274,7.458359187,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160420_029_A01,T18,-43.78669138,11.52506539,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160420_029_B01,T18,-19.67307983,6.735736802,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160420_029_D01,T18,-34.12998276,-1.779633352,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160420_029_H01,T18,17.22247707,3.018631229,non appliable,non appliable,Sncg Gpr50,non appliable
F2S4_160420_030_A01,T18,-41.84015492,15.04647054,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160420_030_D01,T18,-8.1257325,-3.242548733,non appliable,non appliable,Serpinf1 Aqp5 Vip,non appliable
F2S4_160420_030_E01,T18,18.6481716,17.27746479,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160420_030_G01,T18,-22.03538783,1.527799952,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160420_031_B01,T18,-32.69276011,24.02000201,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160420_031_D01,T18,4.9111284,-31.5926337,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160420_031_E01,T18,-55.09697141,14.51116298,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160420_031_F01,T18,-12.37950696,1.341078771,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160420_032_B01,T18,-43.52716964,8.219013945,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160420_032_D01,T18,54.9869084,27.02276782,non appliable,non appliable,Lamp5 Krt73,non appliable
F2S4_160420_032_G01,T18,52.08804398,-4.467193215,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160420_033_A01,T18,-43.59989444,5.974350654,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160420_033_E01,T18,-37.17056361,-8.193737991,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160420_033_F01,T18,5.299856492,-4.413354637,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_160420_033_G01,T18,-41.97175476,14.92904148,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160421_001_A01,T18,10.94708687,5.529785444,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160421_001_B01,T18,8.883441962,40.55781564,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160421_001_C01,T18,-39.21379025,-25.65607368,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160421_001_E01,T18,-31.18355655,20.08243703,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160421_001_F01,T18,-40.76095452,15.66829216,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160421_001_H01,T18,-5.63355295,21.03236307,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160421_002_A01,T18,17.86066526,18.02973107,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160421_002_B01,T18,-42.18017837,-4.781596115,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160421_002_C01,T18,-0.176792547,21.64483606,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160421_002_D01,T18,23.32065608,-41.75281133,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160421_002_E01,T18,12.61849121,19.65322772,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160421_002_F01,T18,-0.632194953,19.80140314,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160421_002_G01,T18,-15.99574555,-2.132830704,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160421_002_H01,T18,-46.15778878,-2.080650562,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160421_003_A01,T18,17.73871167,4.456576772,non appliable,non appliable,Sncg Gpr50,non appliable
F2S4_160421_003_C01,T18,15.97370834,27.19783353,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160421_003_D01,T18,-14.21992458,0.855678188,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160421_003_E01,T18,-10.51104442,-4.901756972,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160421_003_G01,T18,-24.54825614,-19.59631558,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160421_005_D01,T18,5.072618259,-36.97189439,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160421_006_H01,T18,7.035843653,44.0268586,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160421_008_D01,T18,-3.03092449,8.664784173,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160421_008_F01,T18,2.77890149,-21.9936616,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160421_009_C01,T18,-12.14188349,-30.36121366,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160421_011_G01,T18,-20.28576123,30.61184659,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160421_012_A01,T18,-46.15602385,31.65435369,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160421_012_F01,T18,-1.887787314,-1.330009097,non appliable,non appliable,Serpinf1 Aqp5 Vip,non appliable
F2S4_160421_012_G01,T18,-33.22337307,35.33780061,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160421_013_D01,T18,-0.822837805,-44.17114155,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160421_013_G01,T18,18.5178897,21.91761833,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160421_014_C01,T18,-14.07955752,0.86227241,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160421_014_D01,T18,17.68610733,28.48150551,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160421_014_E01,T18,-45.66020494,-24.58153647,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160421_014_F01,T18,6.754201177,0.964547415,non appliable,non appliable,Vip Col15a1 Pde1a,non appliable
F2S4_160421_014_G01,T18,-43.30326846,-4.240175202,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160421_014_H01,T18,-37.75865411,-3.623743453,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160421_015_H01,T18,3.293666327,-0.184827526,non appliable,non appliable,Vip Col15a1 Pde1a,non appliable
F2S4_160421_016_E01,T18,3.044707184,-22.27084342,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160421_017_B01,T18,-30.25452541,24.96622296,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160421_018_A01,T18,14.11557337,33.59948325,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160421_018_B01,T18,-6.267271527,16.76260898,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160503_001_A01,T18,8.185861804,40.66923727,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160503_001_B01,T18,-6.122227361,-51.18089043,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160503_001_D01,T18,-56.2955797,12.30308133,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160503_001_E01,T18,-46.67529116,27.520593,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160503_001_F01,T18,-22.65369713,36.25051574,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160503_001_G01,T18,2.372654268,-10.61741112,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_160503_002_A01,T18,30.07513717,-30.8076327,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160503_002_B01,T18,42.39646023,6.428619608,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160503_002_G01,T18,-8.968901336,-31.08073596,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160503_002_H01,T18,-34.01486344,36.13603742,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160503_003_A01,T18,35.49941492,-22.43276951,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160503_003_C01,T18,32.11576783,14.89453042,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160503_003_D01,T18,54.80684543,27.21351577,non appliable,non appliable,Lamp5 Krt73,non appliable
F2S4_160503_003_E01,T18,36.18225279,18.25154214,non appliable,non appliable,Lamp5 Fam19a1 Tmem182,non appliable
F2S4_160503_003_F01,T18,37.1679304,-22.58541338,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160503_003_G01,T18,37.20252539,-22.59073903,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160503_004_A01,T18,-9.973254726,29.24873372,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160503_004_B01,T18,-2.907400787,8.6025903,non appliable,non appliable,Serpinf1 Aqp5 Vip,non appliable
F2S4_160503_004_E01,T18,-46.45575031,27.73567752,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160503_004_F01,T18,0.783993556,-44.86654362,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160503_004_G01,T18,-12.05276869,30.49971209,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160503_005_A01,T18,0.826716708,-44.87479463,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160503_005_B01,T18,-53.02369903,16.77875395,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160503_005_C01,T18,-1.132825297,-37.96796937,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160503_005_D01,T18,-38.08062208,29.41878298,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160503_005_F01,T18,14.27173221,33.81844206,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160503_005_G01,T18,-38.74994695,28.88414408,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160503_005_H01,T18,-6.672337496,22.39432615,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160503_006_A01,T18,-1.247920759,8.096332961,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160503_006_B01,T18,-38.98755656,-23.50009318,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160503_006_C01,T18,-44.16480377,-22.82871184,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160503_006_D01,T18,8.382444535,-0.828641493,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_160503_006_E01,T18,-34.95163016,16.92166756,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160503_006_F01,T18,-39.66476207,-21.78767901,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160503_006_G01,T18,26.1889273,-36.85695391,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160503_006_H01,T18,4.055367556,-45.81783121,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160503_007_A01,T18,-30.48657633,6.316021788,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160503_007_B01,T18,-22.05558923,-22.45439344,non appliable,non appliable,Vip Col15a1 Pde1a,non appliable
F2S4_160503_007_C01,T18,-59.70108714,4.786999764,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160503_007_D01,T18,-36.98871388,-27.3658652,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160503_007_E01,T18,5.709001541,-20.7088705,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160503_007_F01,T18,12.18917867,-45.01159773,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160503_007_G01,T18,-29.22799774,-19.75161743,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160503_007_H01,T18,11.26944635,11.12460715,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160503_008_A01,T18,-11.73884657,-45.20221732,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160503_008_B01,T18,-44.64719109,-8.111905788,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160503_008_C01,T18,47.23325443,-4.374096395,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160503_008_E01,T18,-20.32391792,-13.55527032,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160503_008_F01,T18,-56.59502303,12.37605231,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160503_008_G01,T18,4.572176304,-45.42236561,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160503_008_H01,T18,-35.82344374,-1.985522659,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160503_009_A01,T18,-5.403304127,-27.84000163,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160503_009_B01,T18,-38.02778315,-26.24944617,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160503_009_C01,T18,-31.8719658,4.395233554,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160503_009_D01,T18,-44.58299186,-24.72497708,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160503_009_E01,T18,18.40286232,21.8242393,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160503_009_F01,T18,49.86591962,27.62779676,non appliable,non appliable,Lamp5 Krt73,non appliable
F2S4_160503_009_G01,T18,6.434736226,-8.685428162,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_160503_009_H01,T18,4.534127988,11.79336311,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160503_010_A01,T18,10.26758528,44.16150378,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160503_010_B01,T18,-46.3049033,4.636030395,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160503_010_D01,T18,4.014122027,-12.07321661,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_160503_010_E01,T18,-41.66124836,-21.11563411,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160503_010_F01,T18,-50.72141191,15.81023857,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160503_010_G01,T18,-45.33980348,9.664913271,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160503_010_H01,T18,10.37622565,0.688024536,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160505_001_B01,T18,40.07561088,18.55473161,non appliable,non appliable,Lamp5 Fam19a1 Tmem182,non appliable
F2S4_160505_001_C01,T18,-36.33732463,18.46836792,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160505_001_D01,T18,12.99798346,8.530711131,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160505_001_F01,T18,44.35634532,-1.053249991,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160505_001_G01,T18,18.53956742,-28.08360393,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160505_001_H01,T18,42.23737555,5.796805472,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160505_002_B01,T18,-31.23125575,29.54080445,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160505_002_C01,T18,48.57711106,27.91955295,non appliable,non appliable,Lamp5 Krt73,non appliable
F2S4_160505_002_E01,T18,20.18776166,-16.52754724,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160505_002_F01,T18,17.19423687,3.397858046,non appliable,non appliable,Sncg Gpr50,non appliable
F2S4_160505_002_G01,T18,40.29567799,-1.086601515,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160505_002_H01,T18,37.4472479,30.65352247,non appliable,non appliable,Lamp5 Fam19a1 Pax6,non appliable
F2S4_160505_003_A01,T18,-27.00162889,-4.787501193,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160505_003_B01,T18,28.93147486,12.77767058,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160505_003_C01,T18,-4.106151589,17.04093826,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160505_003_D01,T18,-26.23688092,-1.793496799,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160505_003_F01,T18,31.4500909,-13.42444923,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160505_003_G01,T18,-39.70515413,14.20666104,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160505_003_H01,T18,-27.86549143,-6.018508667,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160505_004_A01,T18,31.99981747,13.2187593,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160505_004_B01,T18,-12.23304825,-4.403087543,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160505_004_C01,T18,30.5488102,-13.68079033,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160505_004_E01,T18,4.126475069,-11.95538933,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_160505_004_F01,T18,15.71271861,26.29730207,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160505_004_G01,T18,53.88991155,-12.96446544,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160505_004_H01,T18,44.90254445,-0.450575317,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160505_005_A01,T18,37.40124158,19.19460663,non appliable,non appliable,Lamp5 Fam19a1 Tmem182,non appliable
F2S4_160505_005_B01,T18,31.3897214,19.93697557,non appliable,non appliable,Lamp5 Fam19a1 Tmem182,non appliable
F2S4_160505_005_C01,T18,52.14639409,-10.22363626,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160505_005_D01,T18,33.15623076,16.53559838,non appliable,non appliable,Lamp5 Fam19a1 Tmem182,non appliable
F2S4_160505_005_F01,T18,4.086620359,-21.01528874,non appliable,non appliable,Lamp5 Lsp1,non appliable
