cellnames,dataset,tSNE_1,tSNE_2,KNNpred,SVMpred,IDconsensus,Tom_cells
F2S4_160204_019_B01,T18,-43.48019286,4.312977652,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160204_019_C01,T18,-38.80594627,1.695438524,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160204_019_D01,T18,-10.05210895,-5.777909291,non appliable,non appliable,Serpinf1 Aqp5 Vip,non appliable
F2S4_160204_019_E01,T18,-20.53591587,13.28152549,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160204_019_G01,T18,-23.89961812,8.464729794,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160204_019_H01,T18,-27.88069597,-14.74011869,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160204_020_A01,T18,-22.79178582,13.02691776,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160204_020_B01,T18,-23.24630626,11.15202012,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160204_020_D01,T18,-23.21460342,17.5023732,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160204_020_E01,T18,-38.82131982,1.657974836,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160204_020_F01,T18,-23.35652767,9.559600173,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160204_020_G01,T18,-13.07337118,15.089164,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160204_020_H01,T18,-14.24778806,14.62492389,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160204_021_A01,T18,-57.07598785,17.0763411,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160204_021_D01,T18,-56.02201676,17.06049709,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160204_021_F01,T18,-4.479818408,8.082160056,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160204_021_G01,T18,-29.26792578,30.00839902,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160204_022_B01,T18,-11.84886605,17.32860024,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160204_022_C01,T18,-17.91496341,9.801626499,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160204_022_D01,T18,-4.658586667,13.06058157,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160204_022_E01,T18,-13.84013043,28.24330844,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160204_022_F01,T18,-25.84949484,14.45983463,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160204_022_G01,T18,-9.4741716,-15.94257362,non appliable,non appliable,Serpinf1 Clrn1,non appliable
F2S4_160204_022_H01,T18,-14.99843938,27.76900858,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160204_023_A01,T18,-15.32905643,27.49149404,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160204_023_B01,T18,-7.043177432,27.57126296,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160204_023_C01,T18,-22.9086003,30.22618727,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160204_023_D01,T18,-12.24199858,18.35565752,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160204_023_E01,T18,-15.55540236,28.33494642,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160204_023_F01,T18,-41.58650376,31.51059981,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160204_023_G01,T18,-14.84046017,28.38053823,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160205_023_A01,T18,-23.81497456,8.64771547,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160205_023_B01,T18,-17.25617684,10.21315919,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160205_023_C01,T18,-22.06925535,-30.22093593,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160205_023_D01,T18,-20.69090554,-24.91099053,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160205_023_E01,T18,-26.07886601,-14.64215074,non appliable,non appliable,Vip Col15a1 Pde1a,non appliable
F2S4_160205_023_F01,T18,-16.28493375,10.49344188,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160205_023_H01,T18,-13.30928613,16.98021466,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160205_024_A01,T18,-56.52166375,8.405354696,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160205_024_B01,T18,-44.26575283,20.25597636,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160205_024_C01,T18,-34.19126269,-30.78661882,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160205_024_D01,T18,-43.80050704,11.62816262,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160205_024_E01,T18,13.24001379,3.081101968,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160205_024_G01,T18,24.56708128,39.70839802,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160205_025_A01,T18,-30.86637293,-4.017151135,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160205_025_B01,T18,-55.89333749,10.10839803,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160205_025_C01,T18,10.86866079,-3.087676948,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_160205_025_D01,T18,-23.67137566,10.83565643,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160205_025_F01,T18,-23.58615767,13.41821819,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160205_025_G01,T18,-17.14493143,10.32182893,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160205_025_H01,T18,-23.38806334,17.82981843,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160205_026_A01,T18,11.33560141,-1.862488796,non appliable,non appliable,Vip Col15a1 Pde1a,non appliable
F2S4_160205_026_B01,T18,-27.31536927,-15.00747279,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160205_026_C01,T18,-18.02976007,9.645193529,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160205_026_D01,T18,-23.45964825,10.7178701,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160205_026_F01,T18,-9.521666349,-6.590696532,non appliable,non appliable,Serpinf1 Aqp5 Vip,non appliable
F2S4_160205_026_H01,T18,-28.65195887,-19.29434603,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160205_027_A01,T18,-7.133824611,3.555296662,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160205_027_C01,T18,-44.60787706,13.38616208,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160205_027_D01,T18,-31.68265314,-4.089259023,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160205_027_E01,T18,10.75144401,-3.606323536,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_160205_027_F01,T18,-28.01396134,28.90888862,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160205_027_H01,T18,-24.01645268,19.0565836,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160205_028_A01,T18,-46.20050289,31.02677376,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160205_028_B01,T18,-5.900094136,45.88372099,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160205_028_C01,T18,-46.12446448,29.15728228,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160205_028_D01,T18,-46.00976416,29.59960041,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160205_028_F01,T18,-33.46583708,35.40621733,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160205_028_G01,T18,1.500624634,44.60484797,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160205_028_H01,T18,-45.4590559,29.60543963,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160205_029_A01,T18,-9.345332634,16.42063686,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160205_029_B01,T18,-28.31373097,29.10066613,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160205_029_C01,T18,-8.961484002,35.3297681,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160205_029_D01,T18,-29.4608977,30.33873974,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160205_029_E01,T18,-24.46260913,32.49635667,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160205_029_H01,T18,-29.6726514,30.94127144,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160205_030_A01,T18,-54.65387803,14.92175165,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160205_030_B01,T18,-34.84424034,0.27242022,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160205_030_D01,T18,-26.64604048,21.77740069,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160205_030_E01,T18,-55.39507457,17.14653271,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160205_030_F01,T18,-16.43668805,-36.80174854,non appliable,non appliable,Serpinf1 Aqp5 Vip,non appliable
F2S4_160205_030_G01,T18,-4.621479438,20.90166615,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160205_030_H01,T18,-9.754083839,49.70942207,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160205_031_A01,T18,-26.54069379,21.83605862,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160205_031_C01,T18,-25.40343759,16.2659747,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160205_031_D01,T18,-24.22417139,32.48950587,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160205_031_E01,T18,-14.20227802,28.06583869,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160205_031_G01,T18,-18.05788882,8.033593259,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160205_032_A01,T18,11.48447721,-4.371267142,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_160205_032_B01,T18,-9.298122836,-5.936108458,non appliable,non appliable,Serpinf1 Aqp5 Vip,non appliable
F2S4_160205_032_C01,T18,-38.63257072,1.541643326,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160205_032_D01,T18,-6.469960157,18.5100232,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160205_032_F01,T18,-21.39425471,11.96215438,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160205_032_G01,T18,-0.472031501,21.65712105,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160205_032_H01,T18,11.09629902,-2.47799167,non appliable,non appliable,Vip Col15a1 Pde1a,non appliable
F2S4_160205_033_A01,T18,-22.07038221,-30.32362232,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160205_033_B01,T18,10.73008736,-3.39668906,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_160205_033_C01,T18,-23.21206423,18.59092635,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160205_033_D01,T18,-21.09243737,-27.78452953,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160205_033_E01,T18,11.28566966,-1.954385558,non appliable,non appliable,Vip Col15a1 Pde1a,non appliable
F2S4_160205_033_F01,T18,-17.82485646,9.653638224,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160205_033_G01,T18,-22.38362694,-28.5372063,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160205_034_A01,T18,-21.67076412,-26.43350956,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160205_034_B01,T18,-21.56670939,-27.63250463,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160205_034_C01,T18,-27.72509455,-15.18474253,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160205_034_D01,T18,-38.32266477,0.875537815,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160205_034_E01,T18,-10.11649015,-5.859015891,non appliable,non appliable,Serpinf1 Aqp5 Vip,non appliable
F2S4_160205_034_F01,T18,-26.58065252,-14.85660975,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160205_034_H01,T18,-29.04716175,20.17336498,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160205_035_B01,T18,24.55671081,39.7157605,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160205_035_C01,T18,-23.83781707,8.586136953,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160205_035_D01,T18,-21.01947054,-27.8310634,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160205_035_E01,T18,7.826292716,21.77404531,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160205_035_F01,T18,-23.50176127,13.84364772,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160205_035_G01,T18,-26.40018587,-25.06255301,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160205_035_H01,T18,-54.32674412,14.97267442,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160209_007_D01,T18,23.56644666,-29.56842095,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160209_007_F01,T18,12.47168433,-41.57773501,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160209_007_G01,T18,29.89780535,-32.57602355,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160209_007_H01,T18,38.31096654,-17.65347195,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160209_008_C01,T18,32.33756566,-24.32839798,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160209_008_F01,T18,12.50321241,-36.8555912,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160209_011_F01,T18,13.55576835,-36.72601314,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160216_001_F01,T18,-47.98163286,-0.906328859,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160216_002_E01,T18,-12.48609059,33.0132667,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160216_006_B01,T18,29.36631707,-21.8663814,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160224_001_A01,T18,-43.89998847,12.19652859,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160224_001_C01,T18,-4.05513284,10.88977091,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160224_001_D01,T18,-17.4086414,9.613218334,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160224_001_E01,T18,-4.077311349,-11.54825548,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_160224_001_F01,T18,-12.31187057,17.58238383,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160224_001_G01,T18,-9.207858051,18.69760758,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160224_001_H01,T18,-3.971105809,-5.823550312,non appliable,non appliable,Serpinf1 Aqp5 Vip,non appliable
F2S4_160224_002_A01,T18,6.72950746,45.34305129,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160224_002_B01,T18,-46.7095754,-24.09775325,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160224_002_F01,T18,-6.767318511,25.34328133,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160224_002_G01,T18,-2.865320708,30.65978732,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160224_002_H01,T18,-39.44364412,-21.22220493,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160224_003_B01,T18,-38.73803618,35.1563704,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160224_003_C01,T18,-4.251563362,-13.91529543,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160224_003_E01,T18,-15.89283571,26.5723131,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160224_003_H01,T18,-0.964815133,31.00952866,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160225_002_B01,T18,-11.28082152,-50.39173369,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160225_003_H01,T18,-26.32995224,34.99390883,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160225_007_B01,T18,21.77559702,37.59948088,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160307_007_A01,T18,31.27752008,-29.29999959,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160307_007_B01,T18,-43.80946682,24.90688979,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160307_007_D01,T18,4.911495557,-20.96619669,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160307_007_E01,T18,-29.77710334,29.66988271,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160307_007_G01,T18,-41.53062017,-23.00510912,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160307_007_H01,T18,-5.149971159,-32.30540566,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160307_008_A01,T18,-45.21650075,30.01697204,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160307_008_B01,T18,-0.116317487,-32.40485424,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160307_008_C01,T18,-56.3459845,13.30022421,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160307_008_D01,T18,-15.65308296,21.87049743,non appliable,non appliable,Vip Igfbp4 Mab21l1,non appliable
F2S4_160307_008_F01,T18,-26.01511198,13.31811337,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160307_008_G01,T18,-22.51276272,18.07216843,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160307_009_A01,T18,21.50273744,39.52227885,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160307_009_B01,T18,-57.41523755,17.00689759,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160307_009_C01,T18,-26.65633844,-18.16567798,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160307_009_D01,T18,12.80796955,-36.75253577,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160307_009_F01,T18,-14.65050432,-1.286958613,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160307_009_H01,T18,34.56285962,9.705642286,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160307_010_A01,T18,-38.24685838,0.673934036,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160307_010_B01,T18,-22.30153276,-28.60073085,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160307_010_C01,T18,-19.79363184,11.84127167,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160307_010_D01,T18,-22.64358036,18.16272854,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160307_010_E01,T18,-47.83623708,-0.691160093,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160307_010_F01,T18,-37.93244495,-0.057243704,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160307_010_G01,T18,-13.9241598,9.4357665,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160307_010_H01,T18,7.88888468,-3.80594549,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_160307_011_D01,T18,-21.15501217,-26.26975189,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160307_011_E01,T18,-45.56983003,-2.494979672,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160307_011_F01,T18,-42.59033777,20.65624049,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160307_011_H01,T18,-27.96013945,-14.60821417,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160308_001_A01,T18,53.35948117,-10.0230203,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160308_001_B01,T18,33.2228142,20.86498663,non appliable,non appliable,Lamp5 Fam19a1 Tmem182,non appliable
F2S4_160308_001_C01,T18,6.825500639,24.36334127,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160308_001_E01,T18,18.76675815,32.51182903,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160308_001_F01,T18,-42.13289626,-22.58000445,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160308_001_G01,T18,13.36488865,48.79649328,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160308_001_H01,T18,-44.34490725,-22.70032999,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160308_002_B01,T18,22.54828149,37.43989283,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160308_002_C01,T18,37.10248484,-19.26051538,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160308_002_D01,T18,-40.4915555,17.14748161,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160308_002_E01,T18,-23.81630124,19.22702138,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160308_002_F01,T18,-14.63758826,25.46542079,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160308_002_G01,T18,-15.34852002,27.99061154,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160308_002_H01,T18,-27.17034965,18.5369952,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160308_003_B01,T18,22.83764569,39.18855565,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160308_003_C01,T18,-4.664383823,-5.765375043,non appliable,non appliable,Serpinf1 Aqp5 Vip,non appliable
F2S4_160308_003_D01,T18,-0.333188448,-31.89264981,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160308_003_E01,T18,2.208815398,-41.86747566,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160308_003_G01,T18,-5.408742962,-49.79575116,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160308_003_H01,T18,31.8461241,-28.12179224,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160308_004_A01,T18,40.41916893,19.43864423,non appliable,non appliable,Lamp5 Fam19a1 Tmem182,non appliable
F2S4_160308_004_C01,T18,-3.233151559,5.560566235,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160308_004_D01,T18,-44.23887297,-25.61302146,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160308_004_E01,T18,51.45299847,-7.279043051,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160308_004_G01,T18,-56.36862053,17.39299964,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160308_004_H01,T18,14.95169251,36.41424023,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160407_001_A01,T18,-45.90411818,9.989347605,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160407_001_B01,T18,1.320798234,33.807194,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160407_001_C01,T18,-23.9811938,41.75705333,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160407_001_D01,T18,1.161502655,4.494757173,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160407_001_E01,T18,-4.737617825,38.77860159,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160407_001_F01,T18,-12.99352029,43.05906748,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160407_001_G01,T18,-9.700474132,44.44164074,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160407_001_H01,T18,-46.55580554,10.11812627,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160407_002_A01,T18,-46.00832677,10.06968625,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160407_002_B01,T18,1.098759826,33.76284901,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160407_002_C01,T18,-46.81029349,27.79023757,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160407_002_D01,T18,-47.41344571,27.92057733,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160407_002_E01,T18,2.080353569,29.10482469,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160407_002_F01,T18,7.635194572,44.41753374,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160407_002_G01,T18,-44.89834786,18.16145204,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160407_002_H01,T18,-9.912538117,49.95010202,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160420_001_B01,T18,-7.754014786,-36.00783244,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160420_001_E01,T18,2.289743117,-5.355700098,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_160420_002_G01,T18,12.69817884,11.72848167,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160420_003_B01,T18,-7.755746888,17.05312565,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160420_003_E01,T18,-5.154814208,11.93815167,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160420_004_D01,T18,-35.10519054,8.792829151,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160420_005_E01,T18,-40.32559207,16.25772228,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160420_006_C01,T18,30.04412827,-31.28519634,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160420_006_D01,T18,-1.980714087,17.18184083,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160420_007_A01,T18,21.91237599,-44.29519734,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160420_007_F01,T18,3.057975225,-48.31361135,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160420_007_H01,T18,-11.80575822,-3.970224014,non appliable,non appliable,Serpinf1 Aqp5 Vip,non appliable
F2S4_160420_008_C01,T18,10.41276627,-46.52015739,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160420_008_H01,T18,0.690029594,31.28423515,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160420_009_A01,T18,-44.32456893,9.235703981,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160420_009_B01,T18,-6.298322735,-29.81843281,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160420_009_D01,T18,13.82240657,34.35770224,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160420_009_G01,T18,-9.155792645,-31.19407224,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160420_010_G01,T18,-5.727669842,20.48205709,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160420_011_D01,T18,1.171323956,28.30025812,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160420_011_G01,T18,-20.04581847,29.90982697,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
